Context.php?Start=115055377&End=115055379	compagnia a compagnia	Da 	compagnia a compagnia	 le condizioni possono variare sensibilmente.
Context.php?Start=10616806&End=10616808	faccia a faccia	Nell'introduzione di nuove tecnologie, sarebbe opportuno distinguere tra le cause civili, nelle quali ci si limita in gran parte a uno scambio di documenti tra le parti e il magistrato, e i processi penali la cui caratteristica principale è l'oralità, lo scambio (e lo scontro)"a viva voce", il"	faccia a faccia	"negli interrogatori degli imputati e dei testimoni, nelle deposizioni dei periti.
Context.php?Start=10975009&End=10975011	faccia a faccia	Se scambiarsi messaggi in posta elettronica oppure chattare con un'altra persona non è la stessa cosa che dialogare 	faccia a faccia	, credo sia proprio questo l'aspetto più interessante.
Context.php?Start=11121305&End=11121307	faccia a faccia	Gv 8,32): quella della vita in Gesù Cristo sotto la guida dello Spirito Santo, quaggiù e nel Regno dei cieli, nella pienezza della beatitudine della visione di Dio 	faccia a faccia	 (cf.
Context.php?Start=11134826&End=11134831	faccia a faccia	Allora vedremo Dio   a 	faccia a faccia	 > > (1 Cor 13,12),   così come egli è > > (1 Gv 3,2).
Context.php?Start=11151355&End=11151360	faccia a faccia	Solo alla fine, quando avrà termine la nostra conoscenza imperfetta e vedremo Dio   a 	faccia a faccia	 > > (1 Cor 13,12), conosceremo pienamente le vie, lungo le quali, anche attraverso i drammi del male e del peccato, Dio avrà condotto la sua creazione finoal riposo di quel Sabato definitivo, invistadel quale ha creato il cielo e la terra.
Context.php?Start=11226321&End=11226323	faccia a faccia	Sono per sempre simili a Dio, perché lo vedono   così come egli è > > (1 Gv 3,2), 	faccia a faccia	: Con la nostra apostolica autorità definiamo che, per disposizione generale di Dio, le anime di tutti i santi morti primadella passione di Cristo... e quelle di tutti i fedeli morti dopo aver ricevuto il santo Battesimo di Cristo, nelle quali al momento della morte non c'era o non ci sarà nulla da purificare, oppure, se in esse ci sarà stato o ci sarà qualcosa da purificare, quando, dopo la morte, si saranno purificate..., anche primadella risurrezione dei loro corpi e del giudizio universale - e questo dopo l'Ascensione del Signore e Salvatore Gesù Cristo al cielo - sono state, sono e saranno in cielo, associate al Regno dei cieli e al Paradiso celeste con Cristo, insiemecon i santi angeli.
Context.php?Start=11226492&End=11226494	faccia a faccia	E dopo la passione e la morte del nostro Signore Gesù Cristo, esse hanno visto e vedono l'essenza divina in una visione intuitiva e anche a 	faccia a faccia	, senza la mediazione di alcuna creatura.
Context.php?Start=11324192&End=11324194	faccia a faccia	707 2823 [ 2059 ] Le   dieci parole > > sono pronunciate da Dio durante una teofania (Il Signore vi ha parlato 	faccia a faccia	 sul monte dal fuoco > >: Dt 5,4).
Context.php?Start=11364778&End=11364780	faccia a faccia	2548 2819 2501 [ 2519 ] Ai   puri di cuore > > è promesso che vedranno Dio 	faccia a faccia	 e che saranno simili a lui.
Context.php?Start=11369940&End=11369948	faccia a faccia	555 [ 2576 ] Ora,   il Signore parlava con Mosè 	faccia a faccia	, come un uomo parla con un altro > > (Es 33,11), con un suo amico.
Context.php?Start=11769700&End=11769702	faccia a faccia	O, forse, avremmo ripreso a leggere la famosa poesia di Kipling dal verso in cui afferma che"l'Oriente è l'Oriente, e l'Occidente è l'Occidente", al verso in cui annuncia che questi due mondi non si incontreranno mai, finoa imbatterci in una strofa che il ventesimo secolo pare aver scordato, in cui I autore osserva:"Non c'è né Oriente né Occidente, né Confine, né Stirpe, né Nascita Quando due uomini forti si trovano 	faccia a faccia	, pur provenendo dalle estremità della terra!
Context.php?Start=11774442&End=11774444	faccia a faccia	Chiunque si ritiri in meditazione, con spirito compassionevole, può vedere Brahma con i suoi stessi occhi, parlargli 	faccia a faccia	 e chiedergli consiglio.
Context.php?Start=12045966&End=12045968	faccia a faccia	Chi è interessato alla storia inglese, visitando la galleria non potrà che convenire con quanto ha scritto Helene Hanff (autrice di"84 Charing Cross Road", se noleggiate la cassetta del film tratto dal libro vi divertirete poi a non riconoscere la famosa libreria una volta arrivati a Londra) nel suo meno famoso ma ugualmente godibile"The Duchess of Bloomsbury Street": si ha l'impressione di trovarsi finalmente 	faccia a faccia	 con degli amici di lunga data di cui non conoscevamo il volto, e la sopresa di scoprire che hanno esattamente l'aspetto che ci aspettavamo avessero: Carlo Secondo da vecchio sporcaccione e Maria Stuarda da strega, per citare solo due degli esempi possibili.
Context.php?Start=12222251&End=12222253	faccia a faccia	Per un po 'il muro umano e il muro d'acciaio rimasero 	faccia a faccia	.
Context.php?Start=12299299&End=12299301	faccia a faccia	Mi ritengo fortunato a essere uno dei pochi viventi che si siano mai trovati 	faccia a faccia	 con quello strano sapiente; forse altre due persone soltanto possono vantarsene: il vecchio pittore Sedlacek e una gobba verduraia boema dalla quale il dottor Sacrobosco Haselmeyer ogni giorno all'alba comperava un sacchetto di semi di girasole - stando a quel che mi disse la donna, pare che lui non vivesse d'altro - come un pappagallo.
Context.php?Start=12351557&End=12351559	faccia a faccia	Quando sei 	faccia a faccia	 con Dio non puoi riconoscere altro che di essere un nulla, di non avere nulla.
Context.php?Start=12573924&End=12573926	faccia a faccia	Accantoa questo critico parlarsi"	faccia a faccia	"tra redattore e lettore, la diversificazione di quella che si può chiamare la seconda ondata delle"riviste anni'90", è passata però anche attraverso gli spazi concessi a certi interventi (o interviste), questa volta ad alto tasso di tecnica e prestigio - che si son presto potuti trovare sulle pagine di"Versodove"e di"Addictions"- firmati da Roberto Roversi, Gianni D'Elia, Leo De Berardinis, Giulio Mozzi, Fulvio Panzeri.
Context.php?Start=12681041&End=12681043	faccia a faccia	Chi visita quel tempio si trova 	faccia a faccia	 con la storia della Nazione.
Context.php?Start=12833577&End=12833579	faccia a faccia	Ora vediamo come in uno specchio, in maniera confusa; ma allora vedremo a 	faccia a faccia	.
Context.php?Start=12851510&End=12851512	faccia a faccia	E se quello considerò sommo bene contemplarne l'aspetto trasfigurato sul monte insieme soltanto con Mosè ed Elia, quale parola può spiegare, quale concetto comprendere quale sarà la gioia dei giusti quando si avvicineranno al monte Sion, alla città del Dio vivente, Gerusalemme, e alla moltitudine degli angeli (cfr. Eb 12, 22), e quando contempleranno Dio, creatore di questa città non attraverso uno specchio, per enigma, ma a 	faccia a faccia	 (1 Cor 13, 12)?
Context.php?Start=12890989&End=12890991	faccia a faccia	Se infatti egli non ci abbandona esuli da sé, mentre dimoriamo in questo corpo corruttibile che appesantisce l'anima e camminiamo nella fede e non per visione (cfr. 2 Cor 5, 6-7), quanto maggiormente ci riempirà di sé quando finalmente saremo giunti a vederlo 	faccia a faccia	?
Context.php?Start=12902573&End=12902575	faccia a faccia	Ma è lo Spirito Santo, di cui adesso abbiamo ricevuto il pegno, a garantire che noi perverremo a quella pienezza di cui il medesimo Apostolo parla: Allora vedremo 	faccia a faccia	, e aggiunge: Ora conosco solo in parte, allora conoscerò anch'io come sono conosciuto (1 Cor 13, 12).
Context.php?Start=13385576&End=13385578	faccia a faccia	Un esempio di comunicazione in tempo reale ci è offerto da certe esperienze di formazione a distanza, in cui le lezioni sono svolte in diretta per un pubblico distribuito inpiù luoghi il quale, oltread assistere alla lezione, ha l'opportunità di interagire con il docente in tempo reale così come avviene generalmente nelle lezioni 	faccia a faccia	, utilizzando gli ambienti condivisi come le"lavagne condivise"o le"conferenze telematiche"(o conferencing) realizzate in tempo reale, come le teleconferenze e le videoconferenze [ SCHEDA 52 ].
Context.php?Start=13870238&End=13870240	faccia a faccia	Nonostante un'innegabile ingenuità di fondo Gioventù bruciata ebbe il pregio di mostrare senza ipocrisie le lacerazioni insenoalla famiglia, istituzione borghese per eccellenza e forma organizzativa di base intornoa cui ruotava la società americana (tanto più negli anni Cinquanta, quando l'intera civiltà occidentale - 	faccia a faccia	 con la"grande minaccia rossa"- si arroccava sui propri valori fondanti e sulle proprie tradizioni).
Context.php?Start=13966374&End=13966376	faccia a faccia	51) Tex si trova 	faccia a faccia	 con l'ambizioso e cinico colonnello Elbert, nemico giurato degli indiani.
Context.php?Start=13982972&End=13982974	faccia a faccia	Tex si trova 	faccia a faccia	 con Middleton neipressidell'accampamento militare.
Context.php?Start=13987594&End=13987596	faccia a faccia	Nella sua stanza d'albergo, Tex e Tiger Jack sono 	faccia a faccia	.
Context.php?Start=14976061&End=14976063	faccia a faccia	Nella capitale belga è arrivato mercoledì notte, l'attesa per un incontro con Follini e Casini, anche loro ai lavori del Ppe, va delusa, la giornata trascorre senza 	faccia a faccia	, senza passi avanti sul confronto interno alla maggioranza, con un sostanziale ridimensionamento delle esigenze avanzate da Fini e Follini.
Context.php?Start=15027069&End=15027071	faccia a faccia	Questa mattina Silvio Berlusconi è volato a Tripoli per il secondo 	faccia a faccia	, dopo quello dell'ottobre del 2002, con Muammar Gheddafi, primo tra i capi di governo occidentali a essere ricevuto dal colonnello dopo l'annuncio che ha dato il via allo smantellamento del programma atomico libico.
Context.php?Start=15052471&End=15052473	faccia a faccia	E così il leader dell'Udc mantiene caldo il livello del confronto nella Casa delle Libertà nell'imminenza del 	faccia a faccia	 tra Berlusconi e Fini che dovrebbe di fatto segnare la svolta nella verifica di governo.
Context.php?Start=15401538&End=15401540	faccia a faccia	Così a Maria Sung, la donna di origine coreana che il 27 maggio 2001 all'hotel Hilton di New York aveva sposato monsignor Emanuel Milingo, non è rimasto che arrendersi e rimandare ad una prossima occasione quel 	faccia a faccia	 che attende dal 5 agosto 2001, l'ultimo giorno che ha visto Milingo.
Context.php?Start=15401714&End=15401716	faccia a faccia	«Forse voleva un 	faccia a faccia	 chiarificatore», dice Vitalba, protagonista dell'ultimo giorno del matrimonio di Milingo e Maria.
Context.php?Start=15403942&End=15403944	faccia a faccia	A 	faccia a faccia	 con uomini politici prima disprezzati, poi risultati mediocri, infine quasi invidiati, come gli accadde lavorando afiancodel giudice Giorgianni a Messina.
Context.php?Start=15482627&End=15482629	faccia a faccia	Qui comparve un articolo che raccontava un colloquio di Montanelli, trovatosi 	faccia a faccia	 con Hitler, in Polonia: era già uno dei suoi pezzi imprevedibili di «genere», un «incontro».
Context.php?Start=15849669&End=15849671	faccia a faccia	Un bosniaco e un serbo si ritrovano 	faccia a faccia	, spinti da un conflitto che stentano a capire, in una trincea della"terra di nessuno", ovvero"No man's land".
Context.php?Start=15914601&End=15914603	faccia a faccia	Se l'inizio non è male (un 	faccia a faccia	 drammatico tra Halle e la schizoide Penelope Cruz; l'ingresso - molto fisico - della dottoressa nella sua cella), il tutto scivola rapidamente verso l'horror - thriller di serie B confezionato con una desolante penuria di originalità.
Context.php?Start=16403362&End=16403364	faccia a faccia	Ci troviamo 	faccia a faccia	 con lincompetenza sommata allarroganza e al disprezzo per quella popolazione irachena che si sta assassinando ogni giorno.
Context.php?Start=16467971&End=16467973	faccia a faccia	Per lesame finale, che lo studente deve sostenere 	faccia a faccia	, sono a disposizione le cento sedi italiane dellAnfe".
Context.php?Start=16473680&End=16473682	faccia a faccia	Vorrei tanto poter organizzare un 	faccia a faccia	 tra Cipputi e Bobo.
Context.php?Start=16536688&End=16536690	faccia a faccia	Adifferenzadi Internet, che annulla le distanze reali ma allo stesso tempo rende inutili o meno importanti i contatti 	faccia a faccia	.
Context.php?Start=16687060&End=16687062	faccia a faccia	24 02 2002 Un confronto alla ribalta fra tre erodiadi di Testori Fra il 1967 e il 1992 Testori scrive tre diverse versioni del personaggio di Erodiade, la prima, mai rappresentata, per Valentina Cortese, la seconda per Adriana Innocenti, la terza, in versi, 	faccia a faccia	 con la morte.
Context.php?Start=17317094&End=17317096	faccia a faccia	Come spettatore mi piacerebbe vederlo, un 	faccia a faccia	 primadel 13 maggio.
Context.php?Start=17420071&End=17420073	faccia a faccia	Ecco le parole di Musharraf, nella conferenza stampa congiunta indetta dopo il 	faccia a faccia	:"L'ex re Zahir Shah, leader politici, Taliban moderati, elementi dell'opposizione dell'Alleanza del Nord, anziani delle tribù, emigrati: tutti possono giocare un ruolo nel futuro governo".
Context.php?Start=17458831&End=17458833	faccia a faccia	Questa volta il 	faccia a faccia	 è durato quasi un'ora.
Context.php?Start=17559007&End=17559009	faccia a faccia	Ad annunciarlo è l'amministrazione americana, dopo il primo 	faccia a faccia	 tra i due (nel bunker dove è rinchiuso il leader dell'Anp) che si è svolto questa mattina, e definito"utile e costruttivo"dallo stesso Powell.
